filename,basename,toolid,toolmode,parser_version,runid,start,duration,exit_code,findings,infos,errors,fails
contracts_output/contracts_output/chatGPT_contracts/1004.sol,1004.sol,oyente+-060ca34,solidity,2025/06/04,20260206_1415,1770387372.4898129,32.043983459472656,0,"{Integer_Overflow,Integer_Underflow}","{coverage LoanContract 56.9%,coverage SafeMath 98.4%}",{},{}
contracts_output/contracts_output/chatGPT_contracts/1009.sol,1009.sol,oyente+-060ca34,solidity,2025/06/04,20260206_1415,1770387708.2764122,36.143670320510864,0,"{Integer_Overflow,Integer_Underflow}","{coverage SafeMath 98.4%,coverage SynthsRegistry 51.4%}",{},{}
contracts_output/contracts_output/chatGPT_contracts/1010.sol,1010.sol,oyente+-060ca34,solidity,2025/06/04,20260206_1415,1770387730.2256584,39.21549916267395,0,"{Integer_Overflow,Integer_Underflow}","{coverage Marketplace 87.1%,coverage SafeMath 98.4%}",{},{}
contracts_output/contracts_output/chatGPT_contracts/1032.sol,1032.sol,oyente+-060ca34,solidity,2025/06/04,20260206_1415,1770387507.8049905,21.866755962371826,0,"{Integer_Overflow,Integer_Underflow}","{coverage SafeMath 98.4%,coverage VestingSchedule 58.8%}",{},{}
contracts_output/contracts_output/chatGPT_contracts/1053.sol,1053.sol,oyente+-060ca34,solidity,2025/06/04,20260206_1415,1770387440.7695515,39.85051655769348,0,{Integer_Underflow},"{coverage GameContract 73.0%,coverage SafeMath 98.4%}",{},{}
contracts_output/contracts_output/chatGPT_contracts/107.sol,107.sol,oyente+-060ca34,solidity,2025/06/04,20260206_1415,1770387462.854754,23.664353132247925,0,{Integer_Underflow},"{coverage SafeMath 98.4%,coverage TokenRegistry 38.5%}",{},{}
contracts_output/contracts_output/chatGPT_contracts/1091.sol,1091.sol,oyente+-060ca34,solidity,2025/06/04,20260206_1415,1770387656.484285,0.5945730209350586,1,{},{analysis incomplete},{Solidity compilation failed},{}
contracts_output/contracts_output/chatGPT_contracts/1094.sol,1094.sol,oyente+-060ca34,solidity,2025/06/04,20260206_1415,1770387787.6552308,0.6343080997467041,1,{},{analysis incomplete},{Solidity compilation failed},{}
contracts_output/contracts_output/chatGPT_contracts/110.sol,110.sol,oyente+-060ca34,solidity,2025/06/04,20260206_1415,1770387814.430284,0.6518533229827881,1,{},{analysis incomplete},{Solidity compilation failed},{}
contracts_output/contracts_output/chatGPT_contracts/1111.sol,1111.sol,oyente+-060ca34,solidity,2025/06/04,20260206_1415,1770387401.126792,0.6824631690979004,1,{},{analysis incomplete},{Solidity compilation failed},{}
contracts_output/contracts_output/chatGPT_contracts/1142.sol,1142.sol,oyente+-060ca34,solidity,2025/06/04,20260206_1415,1770387527.155107,0.7388577461242676,1,{},{analysis incomplete},{Solidity compilation failed},{}
contracts_output/contracts_output/chatGPT_contracts/1147.sol,1147.sol,oyente+-060ca34,solidity,2025/06/04,20260206_1415,1770387842.632021,23.529545545578003,0,{Integer_Underflow},"{coverage AnswerContract 35.8%,coverage SafeMath 98.4%}",{},{}
contracts_output/contracts_output/chatGPT_contracts/1148.sol,1148.sol,oyente+-060ca34,solidity,2025/06/04,20260206_1415,1770387755.7360637,0.6525332927703857,1,{},{analysis incomplete},{Solidity compilation failed},{}
contracts_output/contracts_output/chatGPT_contracts/1160.sol,1160.sol,oyente+-060ca34,solidity,2025/06/04,20260206_1415,1770387482.2034059,0.600506067276001,1,{},{analysis incomplete},{Solidity compilation failed},{}
contracts_output/contracts_output/chatGPT_contracts/1164.sol,1164.sol,oyente+-060ca34,solidity,2025/06/04,20260206_1415,1770387440.1962776,0.7673256397247314,1,{},{analysis incomplete},{Solidity compilation failed},{}
contracts_output/contracts_output/chatGPT_contracts/1195.sol,1195.sol,oyente+-060ca34,solidity,2025/06/04,20260206_1415,1770387588.2209191,0.691950798034668,1,{},{analysis incomplete},{Solidity compilation failed},{}
contracts_output/contracts_output/chatGPT_contracts/1213.sol,1213.sol,oyente+-060ca34,solidity,2025/06/04,20260206_1415,1770387632.5331037,0.5971667766571045,1,{},{analysis incomplete},{Solidity compilation failed},{}
